Data Engineer (f/m/x),Amorelie,"Berlin, Berlin, Deutschland",SQL,Analytical Skills,Computer Science,Apache Spark,Easily Adaptable,Teamwork,Design,Data Processing,Analytics
Senior Big Data Engineer,Reply,"London, England Metropolitan Area",Data Engineering,Python (Programming Language),SQL,Java,Amazon Elastic MapReduce (EMR),Data Mining,Big Data,Apache Spark Streaming,Scala,Amazon Web Services (AWS)
Data Centre Technican - 24x7 Shift,NTT Europe Ltd.,"Slough, United Kingdom",Data Center,English,Resolving Issues,Cabling,Network Hardware,Communication,24x7,Project Plans,Racking,Troubleshooting
Junior Big Data Engineer,Huawei,"Helsinki Area, Finland",Hive,Python (Programming Language),SQL,Analytical Skills,Data Analytics,OpenStack,Big Data,Data Pipelines,Analytics
Full Stack Engineer,Rakuten Europe,Estonia,Object-Oriented Programming (OOP),Node.js,TypeScript,AngularJS,Docker Products,JavaScript,Relational Databases,React.js
Big Data Engineer,Deloitte Nederland,"Amsterdam Area, Netherlands",Data Engineering,English,Python (Programming Language),SQL,Tableau,Hadoop,Data Mining,Big Data,Business Intelligence (BI),R
DevOps Engineer,Eurostaff - Connecting Europe™,"Geel, Flanders, Belgium",Business,Dutch,English,Java,Problem Solving,Docker Products,Test Automation,Software Development,DevOps,Databases
Data Engineer,Glean Labs,"Tel Aviv, Israel",Python (Programming Language),Apache Spark,Artificial Intelligence (AI),Graph Theory,Machine Learning,Data Mining,Start-ups,Natural Language Processing (NLP),Scala,Data Science
Data Scientist,Doðuþ Teknoloji,"Istanbul, Turkey",Python (Programming Language),SQL,NumPy,Pandas (Software),ILE,Scikit-Learn,TensorFlow,Data Science,R
Software Development Engineer - .NET (Çayýrova),Trendyol Group,"Kocaeli, Turkey",Software,Maintenance,E-commerce,Engineering,Teamwork,Software Development,Warehouse Management Systems,Leadership,Design,R
Data Engineer,Trendyol Group,"Maslak Mah., Ýstanbul Province, Turkey",Hive,Open Source Software,SQL,Cassandra,Programming,Spring Framework,Data Modeling,Linux,Scala,Scripting
Data Engineer,CicekSepeti.com / Lolaflora.com,"Istanbul, Turkey",Data Engineering,Python (Programming Language),Hadoop,SQL Server Integration Services (SSIS),Data Analytics,Predictive Modeling,Relational Databases,TensorFlow,Data Science,Microsoft SQL Server
Data Engineer,Trendyol Group,"Maslak Mah., Ýstanbul Province, Turkey",Hive,Open Source Software,SQL,Cassandra,Programming,Spring Framework,Data Modeling,Linux,Scala,Scripting
Senior Data Warehouse Engineer,R4,"Istanbul, Turkey",SQL,"Extract, Transform, Load (ETL)",Data Management,PL/SQL
Data Engineer,iyzico,"Istanbul, Turkey",SQL,Talend,Data Modeling,Data Warehousing
Data Analyst,Accenture,"Istanbul, Turkey",English,SAP BusinessObjects,Management,Data Analysis,Networking,Management Consulting,Leadership,Strategy,Data Modeling,Data Warehousing
Data Engineer,iyzico,"Istanbul, Turkey",SQL,Talend,Data Modeling,Data Warehousing
Software Developer,Yemeksepeti,"Istanbul, Turkey",SQL,Model-View-Controller (MVC),E-commerce,ASP.NET Core,.NET Core,.NET Framework,ASP.NET MVC,Software Development,C#,ASP.NET
New Graduate Software Engineer,Huawei,"Istanbul, Turkey",English,Java,C++,Communication,Software Development,Telecommunications,Programming,Military,Testing,Microsoft Office
Big Data Engineer,"Veloxity, Inc.","Istanbul, Turkey",Shell Scripting,Hadoop,Problem Solving,Big Data,Start-ups,Apache Kafka,Unix,Web Services,Segmentation,Mobile Devices
Data Engineer,Pecan - Deep Learning Predictive Analytics | pecan.ai,"Tel Aviv, Israel",Python (Programming Language),Back-End Web Development,NumPy,Hadoop,Data Analytics,Vertica,Big Data,Jenkins,Amazon Web Services (AWS),Data Pipelines
"Senior Research Engineer- AI, Computer Vision, ML",Huawei,Greater San Diego Area,Python (Programming Language),Camera,Deep Learning,C++,Rendering,Communication,Machine Learning,Electrical Engineering,3D Modeling,Simulations
Big Data Solutions Architect,Commencis,"Istanbul, Turkey",Apache Druid,NoSQL,Computer Science,Kubernetes,Software Development,Big Data,Apache Kafka,Microservices,Amazon Web Services (AWS),Data Pipelines
Business Intelligence & Analytics Engineer,CicekSepeti.com / Lolaflora.com,"Istanbul, Turkey",English,Tableau,E-commerce,Microsoft Power BI,Apache Spark,SQL Server Integration Services (SSIS),MongoDB,MySQL,Business Intelligence (BI),SQL Server Analysis Services (SSAS)
ETL Engineer,Afiniti,"Istanbul, Turkey",Integration,Data Integration,Artificial Intelligence (AI),Data Mapping,"Extract, Transform, Load (ETL)",Design,Databases,Data Processing,Troubleshooting,Data Warehousing
Big Data Admin,Fibabanka,"Istanbul, Turkey",Kerberos,Apache Spark,Systems Management,Data Mining,Big Data,Data Infrastructure,Encryption,Analytics,Multitasking,Group Development
Android Developer,Commencis,"Maslak Mah., Ýstanbul Province, Turkey",Software Design,Kotlin,Java,C++,Android,Software Development,Mobile Technology,C#,Mobile Applications,Algorithms
Cost Controller,Shaya,"Ýstanbul, Turkey",Cost Control
Software Developer,Yemeksepeti,"Istanbul, Turkey",Software,SQL,.NET Framework,ASP.NET MVC,Computer Engineering,Software Development,C#,ASP.NET,Windows,Troubleshooting
Data Engineer (Contract) [£550 - £650/day] - International Currency Transfer Platform - Python/AWS,Burns Sheehan,"London, United Kingdom",Data Engineering,Python (Programming Language),FinTech,Currency,Financial Technology,Data Streaming,Apache Kafka,Amazon Web Services (AWS)
Data Governance Specialist,Fibabanka,"Istanbul, Turkey",Business,Personal Data Protection,Data Dictionary,Data Visualization,Analytical Skills,Persuasion,Data Analysis,Data Governance,Data Analytics,Data Quality
Software Engineer,Tarfin Tarým,"Istanbul, Turkey",Back-End Web Development,PHP,Representational State Transfer (REST),Redis,Software Development,MySQL,Laravel,Amazon Web Services (AWS)
DevOps Engineer,Akinon,"Istanbul, Turkey",PostgreSQL,Terraform,SaltStack,Amazon CloudWatch,DevOps,Microsoft Azure,ElasticSearch,Jenkins,Linux,Amazon Web Services (AWS)
Data Engineer,Boston Consulting Group (BCG),"Chicago, Illinois",Data Engineering,American Welding Society (AWS),Apache Spark,Pipelining,Test Automation,Software Development,DevOps,Intellectually Curious,Analytics,Airflow
Data Scientist,T4 Analytics,"Istanbul, Turkey",Python (Programming Language),SQL,Qlik Sense,Pandas (Software),Machine Learning,Data Analytics,Management Consulting,Scikit-Learn,Data Science
Data Engineer,Boston Consulting Group (BCG),"Chicago, Illinois",Data Engineering,American Welding Society (AWS),Apache Spark,Pipelining,Test Automation,Software Development,DevOps,Intellectually Curious,Analytics,Airflow
Relay Settings Engineer,Hive Power Engineering LLC,"Allentown, Pennsylvania",Accelerator,Microsoft Excel,NERC,MathCAD,FERC,Substation,Electrical Design,Record Of Success,Substation Design,Schematic
 Data Developer - Hadoop/Cloudera,UNIQA Software-Service Bulgaria OOD,"Plovdiv, Bulgaria",Hive,Apache Kudu,Cloudera,NoSQL,Apache Spark,Hadoop,Big Data,Relational Databases,Scala,Data Science
Software Engineer - iOS,Hepsiburada,"Istanbul, Turkey",Online Retail,iOS,Turkish,E-commerce,Comps,iPad,iPhone,Usability,Product categories,Mobile Devices
Cost Controller,Shaya,"Ýstanbul, Turkey",Cost Control
"Director of Data, Data Engineering & Data Platforms",IT Search and Selection,"Dublin, Leinster, Ireland",Data Engineering,Data Analytics,Leadership,"Extract, Transform, Load (ETL)",People Management,Data Science,Quality Assurance,Data Quality,Business Intelligence (BI),Data Warehousing
Data Scientist,Yýldýz Holding,"Kýsýklý Mah., Ýstanbul Province, Turkey",Business,English,Analytical Skills,Problem Solving,Decision-Making,Business Insights,Data Mining,Data Science,Microsoft Office,Analytics
Software Architect,Modanisa,"Istanbul, Turkey",Software Architecture,Inspirer,English,Risk Management,Turkish,E-commerce,Computer Science,Architecture,Event-driven
Data Engineer,GroupM,"Istanbul, Turkey",English,Python (Programming Language),SQL,Tableau,Microsoft Power BI,Visualization,Communication,HTML,Problem Solving,Business Process Improvement
Software Developer,Sestek,"Istanbul, Turkey",ASP.NET Web API,Model-View-Controller (MVC),.NET Framework,ASP.NET MVC,Entity Framework,JavaScript,Front-end Development,Microsoft Azure,C#,ASP.NET
Senior Data Engineer,GE Aviation,"Istanbul, Istanbul, Turkey",Mastery,Business,Internet Products,Software Development Life Cycle (SDLC),Software,Due Diligence,Agile Methodologies,Databases,Law,Testing
Business Analyst,Commencis,"Istanbul, Turkey",Business,Web Applications,Continuous Improvement,Strategic Planning,Teamwork,Software Development,Design,Databases,Mobile Devices,Training
Data Engineer,MBN Solutions,"Edinburgh, United Kingdom",Data Solutions,Big Data,Amazon Web Services (AWS),Analytics
Data Engineer,MBN Solutions,"Edinburgh, United Kingdom",Data Solutions,Big Data,Amazon Web Services (AWS),Analytics
DevOps Engineer,Payten,"Istanbul, Turkey",English,Automation Tools,Customer Satisfaction,Test Automation,Software Development,DevOps,Leadership,Continuous Integration,Selenium,Jenkins
Senior BI and DWH Consultant (in-house),Mercedes-Benz Financial Services Turkey,"Istanbul, Turkey",SQL,System Development,Analytical Skills,Online Transaction Processing (OLTP),MultiDimensional eXpressions (MDX),Data Models,DWH,Data Strategies,Regulatory Guidelines,Business Intelligence (BI)
"Data Engineer ( ETL, Hadoop, Python, Spark, R) – Banking Client – Brussels",Salt,"Brussels Area, Belgium",Python (Programming Language),Written Communication,Apache Spark,Hadoop,Data Analytics,"Extract, Transform, Load (ETL)",Production Support,Big Data Analytics,Unstructured Data,R
Data Architect,Fibabanka,"Istanbul, Turkey",NoSQL,Data Architecture,Apache Spark,PowerDesigner,Data Governance,Data Models,Architecture,DWH,Data Modeling,Unstructured Data
Junior Big Data Engineer,Huawei,"Helsinki Area, Finland",Hive,Python (Programming Language),SQL,Analytical Skills,Data Analytics,OpenStack,Big Data,Data Pipelines,Analytics
Software Developer,"Bimsa Uluslararasý Ýþ, Bilgi ve Yönetim Sistemleri","Istanbul, Turkey",Object-Oriented Programming (OOP),Cascading Style Sheets (CSS),Software Development,jQuery,C#,ASP.NET,Web Services,Consulting,Microsoft SQL Server,Database Design
IT Manager,Yýldýz Holding,"Istanbul, Turkey",Network Administration,Business Process,Internal Audit,Management,Physics,Data Analysis,Engineering,Enterprise Resource Planning (ERP),Database Administration,SAP Products
Python Developer,Huawei,"Istanbul, Turkey",Object-Oriented Programming (OOP),Python (Programming Language),SQL,Low Level Design,High degree of initiative,Ansible,Jenkins,Linux,Django,Kibana
BI and DWH Developer,Mercedes-Benz Financial Services Turkey,"Esenyurt Mah., Ýstanbul Province, Turkey",SQL,Analytical Skills,Online Transaction Processing (OLTP),SQL Server Integration Services (SSIS),MultiDimensional eXpressions (MDX),Data Models,DWH,Regulatory Guidelines,Business Intelligence (BI),DAX
Junior Big Data Engineer,Huawei,"Helsinki Area, Finland",Hive,Python (Programming Language),SQL,Analytical Skills,Data Analytics,OpenStack,Big Data,Data Pipelines,Analytics
Senior Data Engineer (f/m/x),travel audience GmbH - an Amadeus Company,"Berlin Area, Germany",Scalability,Python (Programming Language),Data Architecture,Apache Spark,Google Cloud Platform (GCP),Agile Methodologies,Big Data,DWH,Data Infrastructure,Scala
Junior Big Data Engineer,Huawei,"Helsinki Area, Finland",Hive,Python (Programming Language),SQL,Analytical Skills,Data Analytics,OpenStack,Big Data,Data Pipelines,Analytics
Data Scientist,FXC Intelligence (FXC Group),"London, England, United Kingdom",Financial Services,Statistics,Python (Programming Language),SQL,FinTech,Financial Technology,Computer Science,Data Analysis,Data Analytics,Data Science
Data Scientist,DerbySoft,"Barcelona Area, Spain",Statistics,Python (Programming Language),SQL,Hotel Management,Software as a Service (SaaS),Communication,Machine Learning,Digital Marketing,Marketing,Digital Media
Data Engineer,KDR Recruitment Ltd,"London, England, United Kingdom",Cloud Computing,Python (Programming Language),Apache Spark,Snowflake,DWH,Apache Kafka,Amazon Web Services (AWS),Data Warehousing,Airflow
Junior Big Data Engineer,Huawei,"Helsinki Area, Finland",Hive,Python (Programming Language),SQL,Analytical Skills,Data Analytics,OpenStack,Big Data,Data Pipelines,Analytics
Service Assurance Engineer,BPS,Remote,Service Assurance,Technical Support,Grafana,Elastic Stack (ELK),Customer Success,Prometheus.io,Linux,Investigation,Network Operations Center (NOC),Troubleshooting
Data Engineer (remote based),Office for National Statistics,"London, United Kingdom",Python (Programming Language),Analytical Skills,High Level Of Accuracy,Data Analysis,Data Products,Data Lineage,Data Manipulation,Data Analytics,Jenkins,Data Science
Data Engineer,Accenture,"London, United Kingdom",Data Visualization,NoSQL,Client Relations,Data Architecture,Apache Spark,Data Solutions,DevOps,Data Science,RDBMS,Analytics
Data Engineer,Playtech,"London, United Kingdom",Operational Efficiency,Customer Acquisition,Data Architecture,Google BigQuery,Hadoop,Big Data,Natural Language,TensorFlow,Data Infrastructure,Data Science
Big Data Engineer,Harnham,"London, United Kingdom",Travel,Python (Programming Language),Java,Batch Processing,Apache Spark,Apache Kafka,Design,Data Modeling,Unstructured Data,Scala
Data Engineer,MVF - 1st in the Sunday Times Best Companies to Work For,"London, England, United Kingdom",Data Engineering,Data Architecture,Data Mining,Snowflake,"Extract, Transform, Load (ETL)",Amazon Web Services (AWS)
Sr Big Data Engineer,Outra,"London, England, United Kingdom",Computer Science,Amazon Elastic MapReduce (EMR),Feature Engineering,Data Mining,Snowflake,Big Data,Modeling,Amazon Web Services (AWS),Data Pipelines,Azure Databricks
Senior Data Engineer,Checkout.com,"London, United Kingdom",Python (Programming Language),SQL,Analytical Skills,Apache Spark,Data Analytics,Snowflake,Data Vault,Amazon Web Services (AWS),Analytics,Data Warehousing
Senior Data Engineer,MySense.ai,"London, England, United Kingdom",Serverless Computing,Data Visualization,Amazon Elastic MapReduce (EMR),Hadoop,Big Data,"Extract, Transform, Load (ETL)",Amazon Kinesis,Data Science,Amazon Web Services (AWS),Data Pipelines
Data Engineer,Full Circle Recruitment Ltd,"Staines, Surrey, United Kingdom",Customer Insight,Python (Programming Language),Decisioning,Data Analysis,Communication,Data Structures,Data Science,Data Quality,Git,Analytics
Senior Data Engineer,Onfido,"London, England Metropolitan Area",Informatica,Software Engineers,Tableau,Amazon Elastic MapReduce (EMR),Apache Beam,Looker (Software),Snowflake,AWS Glue,TensorFlow,Data Pipelines
Big Data Engineer,Coca-Cola Hellenic Bottling Company,"Sofia, Sofia City Province, Bulgaria",Python (Programming Language),SQL,Data Mining,Big Data,Microsoft Azure,ABAP,PySpark,Project Management,Intellectually Curious,Analytics
Data Engineer,AppLearn®,"Manchester, England, United Kingdom",SQL,Machine Learning,Data Mining,Software Development,Big Data,Amazon Kinesis,Scala,Data Science,Amazon Web Services (AWS),Data Pipelines
Big Data Engineer,Deloitte Nederland,"Amsterdam Area, Netherlands",Helping Clients,Data Engineering,English,NoSQL,Database Systems,Customer Analysis,Problem Solving,Data Mining,Big Data,Apache Kafka
Data Engineer - Customer Analytics,Vattenfall,"Amsterdam Area, Netherlands",English,Analytical Skills,Apache Spark,Team Spirit,Azure Data Factory,Customer Analysis,Data Streaming,Microsoft Azure,Data Infrastructure,Analytics
Data Scientist,bunq,"Amsterdam Area, Netherlands",Python (Programming Language),Data Visualization,R
Azure Developer,Rapid Circle,"Amsterdam Area, Netherlands",Azure DevOps,Angular Command Line Interface (CLI),Infrastructure as code (IaC),Cloud Infrastructure,Powershell,Infrastructure as a Service (IaaS),Software Development,DevOps,AWS Command Line Interface (CLI),Microsoft Azure
Senior Data Engineer - New Data Team,IC Resources,"Cambridge, United Kingdom",Business,American Welding Society (AWS),Start-up Environment,SQL,NoSQL,Computer Science,Apache Spark,Start-ups,TensorFlow,Kibana
"Machine Learning / AI / Big Data Engineer, Athens",Atypon,Nea Ionia,Data Engineering,Keras,Solr,Deep Learning,Big Data,Natural Language Processing (NLP),PyTorch,TensorFlow,Data Science,Amazon Web Services (AWS)
Senior Data Engineer,Infinite Lambda,"London, England, United Kingdom",Data Engineering,Kubernetes,Google BigQuery,Snowflake,Apache Kafka,Amazon Redshift,Airflow
Linux Engineer,Sentia Netherlands,"Maassluis, South Holland Province, Netherlands",Cloud Computing,Python (Programming Language),Ruby,Powershell,Ansible,Microsoft Azure,MongoDB,Linux,Amazon Web Services (AWS),Apache
Data Engineer,NextPhase Systems,San Francisco Bay Area,Ruby,Java,Salesforce.com,Enterprise Integration,AngularJS,User Interface Design,Technical Architecture,Web Services,Scala,Visualforce
Big Data Engineer,IQVIA,"Warsaw, Masovian District, Poland",Data Engineering,English,NoSQL,Apache Spark,Hadoop,Machine Learning,Data Mining,Microservices,Jenkins,Analytics
Data Engineer,Easyfairs,"Brussels Area, Belgium",Cloud Computing,Computer Science,Artificial Intelligence (AI),Infrastructure,Big Data,Data Science,Good Clinical Practice (GCP),Apache
Senior Data Engineer,Aigenpulse,"Oxfordshire, England, United Kingdom",Process Improvement,Python (Programming Language),SQL,NoSQL,Amazon Elastic MapReduce (EMR),Apache Spark,Diversity,Hadoop,Data Mining,Project Management
Data Engineer,"Kapital Consulting - IT, Data & Digital Recruitment","Sydney, New South Wales, Australia",Financial Services,Cloudera,NoSQL,Java,Apache Spark,Hadoop,Data Mining,Cassandra,Big Data,Regulatory Reporting
Go Developer (temporary),Nedap,"Groenlo, Gelderland Province, Netherlands",Go (Programming Language),Tech-savvy,Infrastructure,Programming,Blockchain,Programming Languages
Contract Data Engineer,Oho Group Ltd,"Hertfordshire, England, United Kingdom",Python (Programming Language),PostgreSQL,NoSQL,Grafana,Kubernetes,Automation,Docker Products,Cassandra,Databases,Prometheus.io
Data Engineer,Freshtechit,"London, United Kingdom",American Welding Society (AWS),Analytical Skills,Containerization,Kubernetes,Docker Products,"Extract, Transform, Load (ETL)",Microservices,Global Finance,Amazon Web Services (AWS),Customer Experience
Senior Data Engineer,iBridge Solutions,Greater St. Louis Area,SQL,Agile Environment,Problem Solving,Data Mining,Design,Data Warehousing
Data Engineer - Contract,MBN Solutions,"Antwerp Area, Belgium",NoSQL,Java,Apache Spark,Statistical Modeling,Machine Learning,Docker Products,Data Mining,Apache Kafka,Data Processing,Data Science
Data Engineer,g2 Recruitment Solutions,Stuttgart Region,Semiconductors,Test Development,Data Analytics,Measurements,Team Leadership,Data Science,Business Intelligence (BI),Analytics,Data Warehousing
Data Engineer,Berkeley Square IT,"Brussels, Brussels Region, Belgium",Flat Files,Knime,Data Visualization,Tableau,Data Manipulation,Denodo Platform,Visual Analytics,Data Interfaces,Kibana,Anaconda
Senior IT Service Engineer (Storage),Huawei,"Amsterdam Area, Netherlands",Data Center,Dutch,Cloud Computing,Management,Technical Support,Information Technology,Communication,Computer Hardware,Storage,Professional Services
Data Engineer,ING,"Amsterdamse Poort Bijlmerplein 888, Amsterdam, 07 1102 MG, NL",Distributed Systems,Engineers,Python (Programming Language),Wholesale Banking,Scala,Apache Flink,Analytics
"Data Engineer (DATALAB, Python, AWS, JAVA)",Knab,"Amsterdam Area, Netherlands",Electronic Medical Record (EMR),Cloud Computing,Python (Programming Language),Management,Java,Streams,Logistics Management,Engineering,Data Science,Amazon Web Services (AWS)
Senior Data Engineer/BI ,Maltem Consulting Group,"Luxembourg, Luxembourg",Big Data,"Extract, Transform, Load (ETL)",Business Intelligence (BI),Analytics,Data Warehousing
Machine Learning Engineer,MessageBird,"Amsterdam, North Holland, Netherlands",NPL,TensorFlow
Data Engineer,Vopak,"Rotterdam Area, Netherlands",SQL,Data Architecture,Apache Spark,Data Analytics,Data Mining,Data Models,Big Data,Data Vault,Data Modeling,Amazon Web Services (AWS)
Senior Data Engineer,IC Resources,"Cambridge, United Kingdom",Data Engineering,Python (Programming Language),Emulation,Apache Spark,Control Systems Design,Software Development,"Extract, Transform, Load (ETL)",Coding Standards,Jenkins
Java Software Engineer (Medior),Sytac,"Amsterdam, North Holland, Netherlands",SQL,NoSQL,Back-End Web Development,Mobile Payments,Google Cloud Platform (GCP),RxJava,Spring Framework,Microsoft Azure,MongoDB,Amazon Web Services (AWS)
Data Scientist (medior/senior),ORTEC - Optimize Your World,"Zoetermeer, South Holland Province, Netherlands",Python (Programming Language),Data Analysis,Machine Learning,R
Software Engineer -- salary up to 90k,Global{M},"Barcelona Area, Spain",Java,C++,Tournaments,Football,Telecommunications,Start-ups,Recruiting,Cupcakes,Salary,Virtual Reality (VR)
Head of Data,funda,"Amsterdam Area, Netherlands",Analytical Skills,Information Technology,Data Analytics,Big Data,Big Data Analytics,Data Management
Data Engineer - Contract,MBN Solutions,"Antwerp Area, Belgium",NoSQL,Java,Apache Spark,Statistical Modeling,Machine Learning,Docker Products,Data Mining,Apache Kafka,Data Processing,Data Science
Data Engineer,mthree,"Dublin, Leinster, Ireland",Business,SAP BusinessObjects,Python (Programming Language),SQL,Tableau,Apache Spark,"Extract, Transform, Load (ETL)",Databases,Business Intelligence (BI),Scripting
Senior Web Developer,Solutions Driven,"Amsterdam, North Holland, Netherlands",Technology Solutions,E-commerce,Front-end Development,Web Development,SMB,Software Solutions
Data Engineer,Allen Recruitment Consulting,"Dublin, Leinster, Ireland",Data Engineering,Ab Initio,DataStage,Data Cleaning,Computer Science,Cloud Development,Data Extraction,Data Manipulation,"Extract, Transform, Load (ETL)",Databases
Support Engineer for Google Ad Manager with FRENCH,HCL Technologies,"County Dublin, Ireland",Ad Serving,English,Analytical Skills,Web Technologies,Advertising,Google Products,Communication,Incident Handling,Operational Excellence,Customer Experience
Data Engineer,Arup,"Amsterdam Area, Netherlands",Data Engineering,English,Python (Programming Language),SQL,NoSQL,Application Security,Powershell,Microsoft Azure,Git,Built Environment
Python Developer,Ultimaker,"Geldermalsen, Gelderland, Netherlands",Ultimaker Cura,Scrum,Unit Testing,Github,Python (Programming Language),Computer Science,Agile Methodologies,3D Printing,Software Development,JIRA
Senior NLP Data Scientist,ING,"Amsterdam Area, Netherlands",Neuro-Linguistic Programming (NLP),NLTK,Python (Programming Language),Java,Information Retrieval,Computer Science,Deep Learning,Software Development,Natural Language,Data Science
Machine Learning Data Engineer (Pyspark),"Evolution Recruitment Solutions, Singapore",Singapore,Python (Programming Language),Analytical Skills,Data Analysis,Artificial Intelligence (AI),Pattern Recognition,Machine Learning,Data Analytics,Data Mining,Data Science,Analytics
Senior Software Engineer,DTT Search,"Hilversum, North Holland Province, Netherlands",Java,PHP,MySQL,Symfony,Linux,Git
Data Engineer,JUVO,"Antwerp, Flemish Region, Belgium",Business,Mathematics,Computer Science,Data Architecture,Master Data Management,Data Analysis,Business Analysis,Data Modeling,Enterprise Data,Data Management
Site Reliability Engineer,Royal Schiphol Group,"Schiphol-Centrum, Schiphol-Zuid, North Holland Province, Netherlands",Aviation,Dutch,Budgeting,English,Mergers & Acquisitions (M&A),Service-Level Agreements (SLA),Airports,Solution Architecture,Operational Planning,Recruiting
ETL Data Engineer - BCG Omnia,Boston Consulting Group (BCG),"Chicago, Illinois",Data Engineering,Python (Programming Language),SQL,Data Visualization,Data Flow,Containerization,Automation,"Extract, Transform, Load (ETL)",Databases,Data Pipelines
Data Engineer,Xendit,"Jakarta, Indonesia",LAMP,Python (Programming Language),Data Visualization,SQL,NoSQL,Apache Spark,Apache Kafka,Data Infrastructure,Business Intelligence (BI)
